Hash,Paths,NS,ND,NF,Entropy,FIX
b8793ea28e3e03b2452bac119f2adcd3758e7260,"[Bugzilla/DB/Schema.pm, Bugzilla/DB/Schema/Mysql.pm, Bugzilla/DB/Schema/Pg.pm]",1,2,3,0.6330418345142513,1,0
93c8f090be6b746aebac8f65dbd1cf7e6a719369,[template/en/default/global/code-error.html.tmpl],1,1,1,0.0,1,0
642af3b414b8f4135170ca03ee7d0dedc49a9c13,[post_bug.cgi],1,1,1,0.0,1,0
5be75754f810eb414b666f3894e2dbf8943e3f0f,"[Bugzilla/DB.pm, Bugzilla/DB/Mysql.pm, Bugzilla/DB/Pg.pm, Bugzilla/Search.pm]",1,2,4,1.6989349077849927,1,0
bc4e57442805967c3cf541f0df0427402bd770c1,[Bugzilla/DB/Schema.pm],1,1,1,0.0,1,0
8cfcf7de9732504aef3d7bc4a4522b92d0dca7ea,[template/en/default/global/code-error.html.tmpl],1,1,1,0.0,1,0
0a59a855a06ea98ab31b0cc63d9abaa12f484cd2,[post_bug.cgi],1,1,1,0.0,1,0
5b1b54e9b96da06b6802f79108a20080f7f93f18,"[Bugzilla/Bug.pm, enter_bug.cgi]",2,2,2,0.15196756454078234,1,0
f03496f574d574aa7fa25bf3130cfa11c5735ded,[template/en/default/bug/create/create-guided.html.tmpl],1,1,1,0.0,1,0
64dcdcd3d321a66e880a28510fb20a1a3d05c445,[Bugzilla/DB/Schema.pm],1,1,1,0.0,1,0
3a92f2d18482834d9f51852c3809b687452fea0e,"[Bugzilla/Bug.pm, CGI.pl]",2,2,2,0.9977724720899819,1,0
0b7d9e7f772ee107d0cb1816d6c5cb679ae6e01a,"[createaccount.cgi, editclassifications.cgi, editcomponents.cgi, editkeywords.cgi, editmilestones.cgi, editproducts.cgi, editversions.cgi]",1,1,7,2.334625140007894,1,0
a50b0164aa2b75910118b89950f3ff2de27dcbf1,[Bugzilla/DB/Schema.pm],1,1,1,0.0,1,0
f53d4eacd120cdcc4d64bcc06ac3a72f8277a1f4,"[Bugzilla/DB.pm, Bugzilla/DB/Mysql.pm, Bugzilla/DB/Pg.pm, checksetup.pl]",2,3,4,0.6974734789293943,1,0
3ccde2aa6f7ab81a76fefdb0c7d2d6160767ff75,"[Bugzilla/BugMail.pm, checksetup.pl, defparams.pl]",2,2,3,1.2927272147551727,1,0
37c937b94d56709a18ec2a8c17199ad4057442a0,[describecomponents.cgi],1,1,1,0.0,1,0
82bc36a9ccc7a9a0808c2d4c0e8b7d44eb1e63dd,[template/en/default/pages/fields.html.tmpl],1,1,1,0.0,1,0
c4804fb41628501553714fd98d0078d05353e930,"[Bugzilla/DB.pm, Bugzilla/DB/Mysql.pm, Bugzilla/DB/Pg.pm]",1,2,3,1.5306189948485172,1,0
7a40054d65cd889c46c819ba0de072bd251b8ddc,[template/en/default/search/search-report-select.html.tmpl],1,1,1,0.0,1,0
53a6fd9871b67ccd28fd9c9f8a740659afd2759d,[Bugzilla/Bug.pm],1,1,1,0.0,1,0
672d71471ee2ddae6005a9259789899c41264823,"[attachment.cgi, buglist.cgi, doeditparams.cgi, quips.cgi, sanitycheck.cgi, template/en/default/global/user-error.html.tmpl]",2,2,6,2.059544947510852,1,0
190493a53426b2fdc7c589ea144af6515b94b06b,[Bugzilla/DB/Schema/Pg.pm],1,1,1,0.0,1,0
fc29d76bd31a465b577135400a0cd63d99ae40a4,[docs/xml/installation.xml],1,1,1,0.0,1,0
71a8f7bf64dd0b494853634a727fe56d7ba79a48,[Bugzilla/DB/Schema/Pg.pm],1,1,1,0.0,1,0
56c497393404c0b9077e3050b6c722e41b152c9b,[Bugzilla/Constants.pm],1,1,1,0.0,1,0
b5e1b3f1e725062345edcacd9657da7b8f85874d,"[Bugzilla/DB.pm, globals.pl]",2,2,2,0.7578784625383954,1,0
a46f353a0a226e45a80be2dd07adc78128f4df03,[globals.pl],1,1,1,0.0,1,0
58a7fc28714e98d2132e4ff9f8eedc58074a7824,[docs/xml/installation.xml],1,1,1,0.0,1,0
9ffc6eb52bb9c549dae85a51aaf2b29750b7ba14,"[Bugzilla/Bug.pm, globals.pl]",2,2,2,0.9969954265557694,1,0
7bfeeb6381c49662a58d6e8fe679ad4e8dbda013,[checksetup.pl],1,1,1,0.0,1,0
e0a82d28f49ea7651b66d48271106965c34b4331,[Bugzilla/Bug.pm],1,1,1,0.0,1,0
9277649899482587579d2671d2f9ae7a91c07c10,"[post_bug.cgi, process_bug.cgi]",1,1,2,0.9709505944546687,1,0
6674f61905d98aee08b95c22181aa439bfb041e5,"[Bugzilla/DB/Schema.pm, Bugzilla/User.pm, Bugzilla/User/Setting.pm, checksetup.pl, editsettings.cgi, template/en/default/account/prefs/prefs.html.tmpl, template/en/default/account/prefs/settings.html.tmpl, template/en/default/admin/settings/edit.html.tmpl, template/en/default/admin/settings/updated.html.tmpl, template/en/default/filterexceptions.pl, template/en/default/global/code-error.html.tmpl, template/en/default/global/field-descs.none.tmpl, template/en/default/global/setting-descs.none.tmpl, template/en/default/global/useful-links.html.tmpl, userprefs.cgi]",3,8,15,2.769542173807247,1,0
4adb66027bc5424c10d5f829b6de20867bd4f015,[Bugzilla/User.pm],1,1,1,0.0,1,0
93a15275470b50a6afd0e8fa8bb3541e85c0685e,"[post_bug.cgi, process_bug.cgi]",1,1,2,1.0,1,0
16eccfdc8fcb6efbfb602f47ab5ae15c7c4ac3de,"[skins/standard/global.css, skins/standard/global/body-back.gif]",1,2,2,0.0,1,0
ab5067bb0995cce2afe51803b5f005cc9f994416,"[Bugzilla/Config.pm, checksetup.pl, defparams.pl, quips.cgi, template/en/default/global/setting-descs.none.tmpl, template/en/default/global/user-error.html.tmpl, template/en/default/list/list.html.tmpl, template/en/default/list/quips.html.tmpl]",3,4,8,2.561054165202047,1,0
3dd2ede0036b42fa7b183a8cdbed3786e5ed305f,[checksetup.pl],1,1,1,0.0,1,0
3dbc33fa256c3df2f4c15bad98dac5a73fcc09b3,[template/en/default/bug/create/create-guided.html.tmpl],1,1,1,0.0,1,0
9ddbd40c8fc8244e52981a90247c68c06f46ef5b,"[CGI.pl, editproducts.cgi]",1,1,2,1.0,1,0
e096f6115ec144949103da34495e36fbcc3ee544,[checksetup.pl],1,1,1,0.0,1,0
af17bfb29507e2fd93aca4e6f602c527b0e05bd2,[checksetup.pl],1,1,1,0.0,1,0
808080906d2e37fcd3df917cc65fd31741466f87,"[report.cgi, template/en/default/reports/report-table.html.tmpl]",2,2,2,0.9182958340544894,1,0
66b4c8717eb0a5bf89e3f02b5efab4daa8b9e1d5,"[Bugzilla/DB/Schema.pm, checksetup.pl]",2,2,2,0.9709505944546687,1,0
e1143e57ae10ac6128f9ec7af2cc9f37d55c59bb,"[report.cgi, template/en/default/reports/report-table.html.tmpl]",2,2,2,0.9182958340544894,1,0
4910b3f9485a928091d98e5da83b16cebae33eed,"[Bugzilla/BugMail.pm, Bugzilla/DB/Schema.pm, checksetup.pl, contrib/sendunsentbugmail.pl, editproducts.cgi, globals.pl, sanitycheck.cgi]",3,4,7,2.5093671446515513,1,0
948046e0dee707a2eeec362004e2e4ab594a540c,[checksetup.pl],1,1,1,0.0,1,0
7140a0653a881efd1b45504ad78396b78c09663c,[post_bug.cgi],1,1,1,0.0,1,0
2de4d83174d36d6a2258233b28a3224da1c1c5a7,[template/en/default/global/field-descs.none.tmpl],1,1,1,0.0,1,0
a54f3f23447038f15de353b3a8642701325b00ec,"[template/en/default/account/prefs/email.html.tmpl, userprefs.cgi]",2,2,2,0.996316519558962,1,0
6fcfd831f1b647e811503c8eac4bf776a4a9a6e3,[template/en/default/reports/report-simple.html.tmpl],1,1,1,0.0,1,0
edb8d829422f00885b3b6a76e1fc4165f439a644,[Bugzilla/Config.pm],1,1,1,0.0,1,0
8fe19c6f8ec8a3a3deb9c401a9f7e9d3cd79f8f1,[template/en/default/global/field-descs.none.tmpl],1,1,1,0.0,1,0
5d6b815d1ce8eece29e22e09781f890375f3c403,"[Bugzilla/Config.pm, defparams.pl, template/en/default/account/cancel-token.txt.tmpl, template/en/default/account/email/change-new.txt.tmpl, template/en/default/account/email/change-old.txt.tmpl, template/en/default/account/password/forgotten-password.txt.tmpl, template/en/default/request/email.txt.tmpl, template/en/default/whine/multipart-mime.txt.tmpl, whine.pl]",3,7,9,2.644085199599842,1,0
0ab2e4bfd6429efa18c46ad76db69ecfa470e750,"[Bugzilla/Search.pm, template/en/default/global/code-error.html.tmpl]",2,2,2,0.1660628911743244,1,0
4d71801196cfa28e221410602ba76cede1c1acbf,"[Bugzilla/Flag.pm, attachment.cgi]",2,2,2,0.6636611253545512,1,0
a9a03e405b9e37fa37e1e07b086e510e746ef71b,"[Bugzilla/Auth/Login/WWW.pm, template/en/default/account/created.html.tmpl, template/en/default/global/messages.html.tmpl, template/en/default/global/useful-links.html.tmpl, template/en/default/index.html.tmpl, template/en/default/sidebar.xul.tmpl]",2,4,6,2.550340709546388,1,0
e7f6dc0a5754ae6607bebfcedc1130cd12e43f5d,"[Bugzilla/Constants.pm, docs/xml/using.xml, template/en/default/global/header.html.tmpl, template/en/default/list/list.html.tmpl, template/en/default/list/list.ics.tmpl, template/en/default/list/list.rss.tmpl]",3,4,6,1.6003067081992672,1,0
04705e885416930880ca5dfa5eb29f34ef995aea,[query.cgi],1,1,1,0.0,1,0
0ce44681395c0a6ef5d8a54caa8aca73728b3b25,"[Bugzilla/Bug.pm, Bugzilla/DB/Schema.pm, Bugzilla/User.pm, checksetup.pl, globals.pl, post_bug.cgi, process_bug.cgi, sanitycheck.cgi]",2,3,8,2.25850095982244,1,0
e58cd6de49308c565c5dbfbe12dce30a918a9082,[docs/xml/using.xml],1,1,1,0.0,1,0
8d81aa1488c8128ef73abe98a8003a54b77e928b,[buglist.cgi],1,1,1,0.0,1,0
e490b45d57aee2aacd171a4a9b586111a8c88f53,"[Bugzilla/Attachment.pm, Bugzilla/DB.pm, Bugzilla/Search.pm, Bugzilla/Series.pm, Bugzilla/Template.pm, Bugzilla/User.pm, CGI.pl, buglist.cgi, chart.cgi, colchange.cgi, describekeywords.cgi, doeditparams.cgi, editflagtypes.cgi, editgroups.cgi, editkeywords.cgi, editmilestones.cgi, editparams.cgi, editproducts.cgi, editsettings.cgi, editversions.cgi, enter_bug.cgi, globals.pl, query.cgi, sanitycheck.cgi, show_bug.cgi, showdependencytree.cgi, summarize_time.cgi]",2,2,27,4.037661565762527,1,0
b99cbd1d893ff0a730ab7187f409bcdf3c6f4aeb,"[Bugzilla/Bug.pm, Bugzilla/Chart.pm, Bugzilla/DB.pm, Bugzilla/DB/Mysql.pm, Bugzilla/Flag.pm, Bugzilla/FlagType.pm, Bugzilla/Search.pm, Bugzilla/Series.pm, buglist.cgi, describekeywords.cgi, editclassifications.cgi, editcomponents.cgi, editkeywords.cgi, editmilestones.cgi, editproducts.cgi, editusers.cgi, request.cgi, sanitycheck.cgi, summarize_time.cgi]",2,3,19,3.8680487370785586,1,0
f5c3529c20575218e9f80e1be14fa48e746c8b4a,"[template/en/default/bug/create/create.html.tmpl, template/en/default/bug/knob.html.tmpl, template/en/default/bug/process/results.html.tmpl, template/en/default/global/useful-links.html.tmpl, template/en/default/index.html.tmpl, template/en/default/list/list.html.tmpl]",1,6,6,2.5577277787393196,1,0
cc785b8edb84cc46f578e863d7929655a91eec41,[Bugzilla/User.pm],1,1,1,0.0,1,0
a1389f26c4d580113989711c9638f5f88113b72f,[Bugzilla/FlagType.pm],1,1,1,0.0,1,0
aee162e136563f102cc476ffe8d100905f900370,[editclassifications.cgi],1,1,1,0.0,1,0
66172e4cc43bafb5a89f855260b2053e63af4463,[docs/xml/using.xml],1,1,1,0.0,1,0
ff77421511f676ac647227b2cd7b7b015cc3fdaa,[template/en/default/list/list.csv.tmpl],1,1,1,0.0,1,0
8eace84515065387d54ca316b40b975c73621758,[Bugzilla/Flag.pm],1,1,1,0.0,1,0
495cb15f36b00c1e0eedcd73669eb50c841748d7,"[t/testchart.gif, t/testchart.png, t/testgd.png, testserver.pl]",2,2,4,0.0,1,0
235eaf8436a7cb2f693c3fb8bc5d042c652c1c5f,"[Bugzilla/Flag.pm, attachment.cgi]",2,2,2,0.9182958340544894,1,0
763dc81386c22949ec761a3828a0c84150cb68be,"[template/en/default/bug/process/results.html.tmpl, template/en/default/filterexceptions.pl]",1,2,2,0.4394969869215133,1,0
94dcd5edee079a1bb67a0011711d25a4be0f14c6,[enter_bug.cgi],1,1,1,0.0,1,0
8ef31d2af140f70ad04825ed38007c3078f1c614,"[Bugzilla/Config.pm, defparams.pl, template/en/default/account/cancel-token.txt.tmpl, template/en/default/account/email/change-new.txt.tmpl, template/en/default/account/email/change-old.txt.tmpl, template/en/default/account/password/forgotten-password.txt.tmpl, template/en/default/request/email.txt.tmpl, template/en/default/whine/multipart-mime.txt.tmpl, whine.pl]",3,7,9,2.6300296425052205,1,0
27767372c1a166b09b77a9bdb6c482837db3d489,[Bugzilla/FlagType.pm],1,1,1,0.0,1,0
c70ff10412b775ad58e074508836c2fc1aa760bb,[Bugzilla/Search.pm],1,1,1,0.0,1,0
4374ee31d841496880373f04e04c96d2f16132ab,"[editproducts.cgi, template/en/default/admin/products/footer.html.tmpl, template/en/default/admin/products/list-classifications.html.tmpl]",2,2,3,1.240893154549072,1,0
026808687250a3e1c2415c1967e1a48abeba217b,"[Bugzilla/DB.pm, Bugzilla/DB/Pg.pm, attachment.cgi]",2,3,3,1.279798638034158,1,0
8bb3cb2ac9f523b9f840b26624a74bd4e8c81de2,"[Bugzilla/DB.pm, Bugzilla/DB/Pg.pm]",1,2,2,1.0,1,0
6eb9bfa46dad95c544e35e8733a1caa471d0e0a6,"[Bugzilla/DB.pm, Bugzilla/DB/Schema.pm, Bugzilla/DB/Schema/Mysql.pm, Bugzilla/DB/Schema/Pg.pm]",1,3,4,1.1042096527334377,1,0
ce4faab687b850cbd61c2d6a844c20958db69327,"[enter_bug.cgi, sanitycheck.cgi]",1,1,2,0.9709505944546687,1,0
9b837ad975360a2f26783581b4e2ff18a4ef3945,"[Bugzilla/Bug.pm, summarize_time.cgi]",2,2,2,0.7793498372920851,1,0
ac74f8dee788ffaca208f8642d79287f2a062f14,"[Bugzilla/DB.pm, Bugzilla/DB/Schema.pm]",1,2,2,0.9182958340544894,1,0
675c4bb9d83bdf1916eb0bcb61a973c6f4b69a73,"[Bugzilla/DB.pm, Bugzilla/DB/Schema.pm, Bugzilla/DB/Schema/Mysql.pm, Bugzilla/DB/Schema/Pg.pm]",1,3,4,1.0753400542794314,1,0
7f1d0c99604360f610b50325ae94e0f3e4de3e4a,"[enter_bug.cgi, template/en/default/global/userselect.html.tmpl]",2,2,2,0.9182958340544894,1,0
e4710b7e0d4a5613488561fcbac0eafe59de2312,[template/en/default/bug/create/make-template.html.tmpl],1,1,1,0.0,1,0
524e72e5ed46ceddc650c33dcbb759125b80ed83,"[Bugzilla/DB.pm, Bugzilla/DB/Schema.pm]",1,2,2,0.9997332130219014,1,0
43a1e27ebdc46f783a12a42617263ba72fbb288e,"[Bugzilla/Template.pm, checksetup.pl, importxml.pl]",2,2,3,1.0529815751302694,1,0
1428811fd7d4ea3a8c081859fd24a0374e4955ef,[sanitycheck.cgi],1,1,1,0.0,1,0
0b990337deb4528ad6a956d3c3d37be80151d06e,"[Bugzilla/DB.pm, Bugzilla/Template.pm, checksetup.pl, importxml.pl]",2,2,4,1.0892300788425846,1,0
17844d976d7036582f7b8204bdde7ac2429b1a38,"[Bugzilla/DB.pm, Bugzilla/DB/Schema.pm, Bugzilla/DB/Schema/Pg.pm]",1,3,3,1.5333032135331124,1,0
bd327fc9d485b08824a7483f456c4f7d72c8697f,[importxml.pl],1,1,1,0.0,1,0
203b64266389eedd9f768e974cd8260c04d7523e,"[template/en/default/account/auth/login.html.tmpl, template/en/default/index.html.tmpl, template/en/default/pages/bug-writing.html.tmpl, template/en/default/sidebar.xul.tmpl]",1,3,4,1.7924812503605778,1,0
6a368d658807a77d56c0fe0d4ae6259f78386505,[process_bug.cgi],1,1,1,0.0,1,0
ebbff5d58bc825b57b4cd870fcf1e3a481ee530c,[template/en/default/list/list.html.tmpl],1,1,1,0.0,1,0
d9c182c4301459f433bc8537efda462b3baad316,"[Bugzilla/Error.pm, editclassifications.cgi, testserver.pl]",2,2,3,1.582683189255492,1,0
8b834559c47be66e315d58ced9fdce48d2ecda92,[process_bug.cgi],1,1,1,0.0,1,0
7e1b39fbf78eb1d6659f0ad6e30b4cf0e63f3fbf,"[Bugzilla/BugMail.pm, Bugzilla/Token.pm, CGI.pl, docs/xml/installation.xml, globals.pl, importxml.pl, move.pl, whineatnews.pl]",3,3,8,2.5135676403710647,1,0
946aa2272f2789fbdae896d8534cb18d9df75129,"[Bugzilla/DB.pm, Bugzilla/DB/Schema.pm, Bugzilla/DB/Schema/Mysql.pm]",1,3,3,1.0072300134552972,1,0
4271efa047ab1474a1d056ea1a1c7cb7fdf5378b,"[Bugzilla/DB/Schema.pm, checksetup.pl]",2,2,2,0.9321115676166747,1,0
fd3a996232da4f06f026f0e03e716523a00fcea8,[Bugzilla/BugMail.pm],1,1,1,0.0,1,0
a8b06c1454b736a193fb9749a1915edb049509b1,[process_bug.cgi],1,1,1,0.0,1,0
d8e58467c5594282ccf42356636d5ac67f1e64e9,[editgroups.cgi],1,1,1,0.0,1,0
cc3087cbff34cdcb9da9150cb5b6bc54ffdee6fa,[checksetup.pl],1,1,1,0.0,1,0
7ee3130c4a11184083126394fcabe932ecc234d5,[template/en/default/list/list.html.tmpl],1,1,1,0.0,1,0
e84abb49d5d6b7795036618118566ddf162a5a57,[Bugzilla/Auth/Cookie.pm],1,1,1,0.0,1,0
e52d541e70016e2e6414703408b8ad3505464213,[checksetup.pl],1,1,1,0.0,1,0
7bb599bd040d53ee5cbec58ed74770da638c5acd,[Bugzilla/Auth/Login/WWW/CGI/Cookie.pm],1,1,1,0.0,1,0
835b65602187d05aaa3cec9239c30e264cbe63d4,[checksetup.pl],1,1,1,0.0,1,0
49951829ef77417122463d6df81e330010c0afae,[createaccount.cgi],1,1,1,0.0,1,0
8622c4b848ae52f13642c467ded266146cb820c7,"[Bugzilla/DB/Schema.pm, checksetup.pl]",2,2,2,0.9321115676166747,1,0
5d931b7799b4538f46da439c6840504962169a86,[Bugzilla/Bug.pm],1,1,1,0.0,1,0
13e55e5e4b0338848274ebdf258c8e60d826e7fe,[editproducts.cgi],1,1,1,0.0,1,0
c3be359d42d3862b8192586957bc89475446a5e3,[createaccount.cgi],1,1,1,0.0,1,0
658d89d73d29b3816338a04213d8de21bc17a1d1,[checksetup.pl],1,1,1,0.0,1,0
1b7fca4465afeced6cb4120ebe11154a6ea46389,[template/en/default/bug/create/create.html.tmpl],1,1,1,0.0,1,0
882dcc873146d665f2d1257b89e588ae6e6356f0,"[Bugzilla/BugMail.pm, Bugzilla/Constants.pm, Bugzilla/DB/Schema.pm, Bugzilla/Flag.pm, Bugzilla/User.pm, checksetup.pl, contrib/sendunsentbugmail.pl, post_bug.cgi, template/en/default/account/prefs/email.html.tmpl, template/en/default/filterexceptions.pl, template/en/default/request/email.txt.tmpl, userprefs.cgi]",4,7,12,2.5156772772416596,1,0
9797547f955dde63dff188a625834eb338f319fa,"[summarize_time.cgi, template/en/default/global/user-error.html.tmpl]",2,2,2,0.8112781244591328,1,0
da96210ae8c7537d8d878ab66d2b44225a0ba996,[checksetup.pl],1,1,1,0.0,1,0
b53d8ff17217f193e604a50f3a5c37b33fec5e3f,[checksetup.pl],1,1,1,0.0,1,0
af6d1e20ea88f68693059d92e694263d51bb9a7c,[template/en/default/attachment/diff-header.html.tmpl],1,1,1,0.0,1,0
792d734935516e8a5513f693b2c1c8130c0e8ac2,[Bugzilla/Bug.pm],1,1,1,0.0,1,0
23b71077c096a51c2f39c35213b190d19d414b6f,[docs/xml/faq.xml],1,1,1,0.0,1,0
9e7eef7da3b400f0cc22c848cb4968994f37753b,[checksetup.pl],1,1,1,0.0,1,0
6f31547ef949153e4ee591b28eec95dcf8bd5525,[attachment.cgi],1,1,1,0.0,1,0
504cd088d7a2a4950b551ce91b7796aa40aa6134,[docs/xml/faq.xml],1,1,1,0.0,1,0
6f0e3792941892e2987294fb0866e69630675002,"[attachment.cgi, process_bug.cgi]",1,1,2,1.0,1,0
d71d64d9372f1556cec96434179b4cb1f9668e92,"[checksetup.pl, editcomponents.cgi]",1,1,2,0.9910760598382222,1,0
c344d90a763065f45b268fab325f2bb4f154b878,"[Bugzilla/Template.pm, checksetup.pl]",2,2,2,0.32744491915447627,1,0
3541f13ea528fa84bbbf5270376044266c18d763,"[Bugzilla/DB.pm, Bugzilla/DB/Mysql.pm, Bugzilla/DB/Schema.pm, checksetup.pl]",2,3,4,1.7100752636851602,1,0
9642abb3e0215cc795478c3713ab1ef1eadcb770,[Bugzilla/BugMail.pm],1,1,1,0.0,1,0
07c0db551d1c63a8616ef8c51f89d8c2ea704a62,"[template/en/default/admin/fieldvalues/confirm-delete.html.tmpl, template/en/default/admin/fieldvalues/footer.html.tmpl]",1,1,2,0.9182958340544894,1,0
f5f31fc070588c2075dd13a0fbabe8117e3aad76,"[CGI.pl, attachment.cgi, buglist.cgi, checksetup.pl, collectstats.pl, editclassifications.cgi, editcomponents.cgi, editflagtypes.cgi, editgroups.cgi, editmilestones.cgi, process_bug.cgi, request.cgi, sanitycheck.cgi, showdependencytree.cgi, summarize_time.cgi, userprefs.cgi, votes.cgi, whineatnews.pl]",1,1,18,3.928935718917352,1,0
64be6114d94ef5e8bf7056e135a0d4d8c1e7b308,"[Bugzilla/Bug.pm, editcomponents.cgi, editmilestones.cgi, editproducts.cgi, editversions.cgi, template/en/default/admin/components/deleted.html.tmpl, template/en/default/admin/milestones/confirm-delete.html.tmpl, template/en/default/admin/milestones/deleted.html.tmpl, template/en/default/admin/versions/confirm-delete.html.tmpl, template/en/default/admin/versions/deleted.html.tmpl, template/en/default/filterexceptions.pl, template/en/default/global/user-error.html.tmpl]",3,7,12,3.2163237623884524,1,0
adf5bbdb40ef7695a33ec9ca4565182a99b83dea,"[Bugzilla/DB.pm, Bugzilla/DB/Schema.pm, Bugzilla/DB/Schema/Mysql.pm, Bugzilla/DB/Schema/Pg.pm]",1,3,4,1.4690593278876567,1,0
63286bf8cc15ae31a73fbf1e215c765ed6b58b1a,[template/en/default/admin/settings/edit.html.tmpl],1,1,1,0.0,1,0
af00161996a15e545573c29ccac52185eeb9b9dd,"[Bugzilla/Search.pm, report.cgi]",2,2,2,0.9709505944546687,1,0
0228a007f8c61726032b944c9162aa4a41153ec9,[checksetup.pl],1,1,1,0.0,1,0
95973482f21efcac37d4c608bf6c47d67d9bfca3,[defparams.pl],1,1,1,0.0,1,0
f9289c131459af1c5980b7f24ae1e4430a2dec5f,"[CGI.pl, post_bug.cgi, process_bug.cgi]",1,1,3,1.5438394022100939,1,0
fa9ffe5e34b53193445c3fdd7d981ae3e7e4f6c7,"[Bugzilla/Auth/Login/WWW/CGI.pm, template/en/default/account/auth/login.html.tmpl]",2,2,2,0.9709505944546687,1,0
3ebb95e430282a409ab8f4491c85cb60e6ca7085,[template/en/default/global/hidden-fields.html.tmpl],1,1,1,0.0,1,0
004d0c1cf93ac47317b490f83523c799f8651afd,"[Bugzilla/User.pm, summarize_time.cgi]",2,2,2,0.7793498372920851,1,0
27cf96409b41597cb7b76b1ab37e56c26daa8d86,"[post_bug.cgi, template/en/default/bug/create/comment-guided.txt.tmpl, template/en/default/bug/create/comment.txt.tmpl]",2,2,3,1.0586134387584676,1,0
eb22d063a1031fb7b42eedeb64fa6eb97ef5f80a,[editproducts.cgi],1,1,1,0.0,1,0
9b0870a642dfbfc833bc1e95884fc0db2bb88529,[checksetup.pl],1,1,1,0.0,1,0
c775838d20f48ed7a2ef45325c4b69a926cf00ff,[attachment.cgi],1,1,1,0.0,1,0
7c03ca4cc9a029997a4041c2c5b5eb91d4d2d0b8,[attachment.cgi],1,1,1,0.0,1,0
940a96d61b436ebc94de8023395ddbbc0d9c7272,[buglist.cgi],1,1,1,0.0,1,0
7e045dd0d3bc02176f96aed12a4e880ba6f87748,[template/en/default/request/email.txt.tmpl],1,1,1,0.0,1,0
cfda9d97c4b9281f9fec36611dbd96ceaa10f633,"[process_bug.cgi, template/en/default/bug/process/confirm-duplicate.html.tmpl, template/en/default/bug/process/midair.html.tmpl, template/en/default/bug/process/verify-new-product.html.tmpl]",2,2,4,0.31285556139819026,1,0
61898d18479013cfbcc820ff25f39377db071536,"[Bugzilla/Bug.pm, checksetup.pl, process_bug.cgi, template/en/default/bug/comments.html.tmpl, template/en/default/bug/edit.html.tmpl, template/en/default/global/setting-descs.none.tmpl]",3,4,6,2.0749204087810447,1,0
add735039c2d148077d5a7baca1a36f50f5bfab3,[editflagtypes.cgi],1,1,1,0.0,1,0
0ca4c4c49583b2dc680ace8ac9b7c80ea62d7f37,"[Bugzilla/Flag.pm, Bugzilla/FlagType.pm, Bugzilla/User.pm, attachment.cgi, editwhines.cgi, post_bug.cgi, process_bug.cgi, template/en/default/global/confirm-user-match.html.tmpl, template/en/default/global/hidden-fields.html.tmpl]",3,3,9,2.497149465873122,1,0
17ee4c966900b97920cee28762ac81ef2c17e3fe,[query.cgi],1,1,1,0.0,1,0
4d1306f6d512c09be883c13d2aef6b4dda84e855,[template/en/default/search/search-create-series.html.tmpl],1,1,1,0.0,1,0
c15ee7a4d566c9e4911ac0cc0e94edb8d357709d,"[Bugzilla/User.pm, CGI.pl, post_bug.cgi, process_bug.cgi, template/en/default/filterexceptions.pl, template/en/default/request/email.txt.tmpl]",3,4,6,2.4279567367722965,1,0
4b0a77d047699b97e3f34924dbeee5a1e8fe0b62,[checksetup.pl],1,1,1,0.0,1,0
d564d223b5b7ebac62c84f60ebb715dd82f5a152,[Bugzilla/User.pm],1,1,1,0.0,1,0
9782d3fe78d30a89ff6439e0a311d88d5ed190c5,[Bugzilla/Chart.pm],1,1,1,0.0,1,0
93238a6795e1d2264648ca0c665e3709a46b81b2,[editusers.cgi],1,1,1,0.0,1,0
80faf9c10da4330066d5f57cd144c640ef7d4f65,"[template/en/default/account/auth/login-small.html.tmpl, template/en/default/account/auth/login.html.tmpl, template/en/default/index.html.tmpl]",1,2,3,0.26779984916808397,1,0
02e18daba3de6b380c0a98fc3bcd150b8a96486a,[template/en/default/global/code-error.html.tmpl],1,1,1,0.0,1,0
531a3a34b85bd3c6284733869046270cc2d5300e,"[skins/standard/buglist.css, skins/standard/global.css, template/en/default/account/prefs/email.html.tmpl, template/en/default/list/table.html.tmpl]",2,3,4,1.7686211879749245,1,0
703a821f34f126ad281ef60e4ff3ec1b237a7798,[template/en/default/global/variables.none.tmpl],1,1,1,0.0,1,0
f1e5b2aa558a8b9475f0fec798d47f06cbec0697,[sanitycheck.cgi],1,1,1,0.0,1,0
92b39e03f501f3301edaf683ac823c260a49bfd2,[contrib/bugzilla-submit/bugzilla-submit.xml],1,1,1,0.0,1,0
683e10636b80dcf6b9e30fb6c41a64cc5620983d,"[checksetup.pl, globals.pl]",1,1,2,1.0,1,0
26773f199e2700ea568553d62001268ca3a072de,[buglist.cgi],1,1,1,0.0,1,0
d1c313dcb90b41256d5b189d94cae2343bd8127a,[template/en/default/global/variables.none.tmpl],1,1,1,0.0,1,0
