Hash,File,LA,LD,LT,isAdded,isRemoved
2c33712dc066463ab9741a009e56d9a5c2ffedf6,chart.cgi,1,1,358,0,0
9b6ec1f545da1cc4088ddf9cc117747954e58e65,xt/webservice/bug_history.t,33,0,34,1,0
9b6ec1f545da1cc4088ddf9cc117747954e58e65,xt/webservice/bug_legal_values.t,104,0,105,1,0
9b6ec1f545da1cc4088ddf9cc117747954e58e65,xt/webservice/bug_search.t,211,0,212,1,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,checksetup.pl,3,23,507,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,clean-bug-user-last-visit.pl,1,1,39,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,colchange.cgi,1,1,188,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,collectstats.pl,1,1,524,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,config.cgi,1,1,157,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,contrib/bzdbcopy.pl,1,1,255,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,contrib/console.pl,1,1,175,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,contrib/convert-workflow.pl,1,1,170,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,contrib/extension-convert.pl,1,1,297,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,contrib/fixperms.pl,1,1,18,0,0
9b6ec1f545da1cc4088ddf9cc117747954e58e65,xt/webservice/bug_update.t,705,0,706,1,0
9b6ec1f545da1cc4088ddf9cc117747954e58e65,xt/webservice/bug_update_see_also.t,86,0,87,1,0
9b6ec1f545da1cc4088ddf9cc117747954e58e65,xt/webservice/bugzilla.t,49,0,50,1,0
9b6ec1f545da1cc4088ddf9cc117747954e58e65,xt/webservice/group_create.t,101,0,102,1,0
9b6ec1f545da1cc4088ddf9cc117747954e58e65,xt/webservice/jsonp.t,34,0,35,1,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,contrib/merge-users.pl,1,1,252,0,0
9b6ec1f545da1cc4088ddf9cc117747954e58e65,xt/webservice/product_create.t,167,0,168,1,0
9b6ec1f545da1cc4088ddf9cc117747954e58e65,xt/webservice/product_get.t,113,0,114,1,0
9b6ec1f545da1cc4088ddf9cc117747954e58e65,xt/webservice/user_create.t,118,0,119,1,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,contrib/recode.pl,4,3,323,0,0
9b6ec1f545da1cc4088ddf9cc117747954e58e65,xt/webservice/user_get.t,222,0,223,1,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,contrib/sendbugmail.pl,1,1,98,0,0
9b6ec1f545da1cc4088ddf9cc117747954e58e65,xt/webservice/user_login_logout.t,128,0,129,1,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,contrib/sendunsentbugmail.pl,1,1,47,0,0
9b6ec1f545da1cc4088ddf9cc117747954e58e65,xt/webservice/user_offer_account_by_email.t,63,0,64,1,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,contrib/syncLDAP.pl,1,1,279,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,createaccount.cgi,1,1,56,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,describecomponents.cgi,1,1,77,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,describekeywords.cgi,1,1,36,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,docker_files/install_deps.sh,0,1,34,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,docs/en/rst/installing/linux.rst,7,16,197,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,docs/en/rst/installing/mac-os-x.rst,6,12,125,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,docs/makedocs.pl,1,1,138,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,duplicates.cgi,1,1,250,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,editclassifications.cgi,1,1,236,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,editcomponents.cgi,1,1,246,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,editfields.cgi,1,1,172,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,editflagtypes.cgi,1,1,546,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,editgroups.cgi,1,1,439,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,editkeywords.cgi,1,1,158,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,editmilestones.cgi,1,1,222,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,editparams.cgi,1,1,155,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,editproducts.cgi,1,1,431,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,editsettings.cgi,1,1,68,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,editusers.cgi,1,1,738,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,editvalues.cgi,1,1,192,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,editversions.cgi,1,1,214,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,editwhines.cgi,1,1,404,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,editworkflow.cgi,1,1,141,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,email_in.pl,1,1,675,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,enter_bug.cgi,1,1,364,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,extensions/create.pl,1,1,82,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,gen-cpanfile.pl,68,0,69,1,0
94baad58ceedd7db7fdd86117d0a9d18f06acacc,docs/en/rst/installing/linux.rst,8,4,201,0,0
94baad58ceedd7db7fdd86117d0a9d18f06acacc,docs/en/rst/installing/mac-os-x.rst,6,3,128,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,importxml.pl,1,1,1367,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,index.cgi,1,1,66,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,install-module.pl,0,0,1,0,1
2c33712dc066463ab9741a009e56d9a5c2ffedf6,jobqueue.pl,1,1,77,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,jsonrpc.cgi,1,1,31,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,migrate.pl,1,1,100,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,mod_perl.pl,7,2,175,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,page.cgi,1,1,86,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,post_bug.cgi,1,1,245,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,process_bug.cgi,1,1,436,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,query.cgi,1,1,319,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,quips.cgi,1,1,143,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,relogin.cgi,1,1,181,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,report.cgi,1,1,449,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,reports.cgi,1,1,224,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,request.cgi,1,1,367,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,rest.cgi,1,1,25,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,runtests.pl,0,0,1,0,1
2c33712dc066463ab9741a009e56d9a5c2ffedf6,sanitycheck.cgi,1,1,944,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,sanitycheck.pl,1,1,104,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,search_plugin.cgi,1,1,38,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,show_activity.cgi,1,1,51,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,show_bug.cgi,1,1,132,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,showdependencygraph.cgi,1,1,336,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,showdependencytree.cgi,1,1,147,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,shutdown.cgi,1,1,18,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,summarize_time.cgi,1,1,365,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,t/001compile.t,2,3,95,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,t/002goodperl.t,1,1,174,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,t/004template.t,1,1,124,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,t/005whitespace.t,1,1,68,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,t/006spellcheck.t,1,1,91,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,t/007util.t,1,1,88,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,t/008filter.t,1,1,223,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,t/009bugwords.t,1,1,80,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,t/010dependencies.t,1,1,112,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,t/011pod.t,1,1,132,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,t/012throwables.t,1,1,238,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,t/013dbschema.t,1,1,88,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,t/Support/Files.pm,1,1,58,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,template/en/default/setup/strings.txt.pl,0,41,431,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,testserver.pl,1,1,292,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,token.cgi,1,1,345,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,userprefs.cgi,1,1,645,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,view_job_queue.cgi,1,1,122,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,votes.cgi,1,1,41,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,whine.pl,1,1,657,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,whineatnews.pl,1,1,86,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,xmlrpc.cgi,1,1,43,0,0
2c33712dc066463ab9741a009e56d9a5c2ffedf6,xt/search.t,1,1,83,0,0
57d04a5eb587ff0df31f4ede988b107f6d68a84f,template/en/default/account/auth/login-small.html.tmpl,1,1,83,0,0
f1c21a5652c66ab67214b4c5ae1ffc2aed538b18,template/en/default/attachment/createformcontents.html.tmpl,2,3,101,0,0
e1f6b9449eba5d15b3e5f24b35896b18c9b644d3,Bugzilla/Field/Choice.pm,5,4,361,0,0
0856fd924fdfd2e5ed08b2f25ef7e1ebe69f9aca,Makefile.PL,2,3,254,0,0
7621e45539668c56a8f7b83a46a05a9e5aca79b0,Bugzilla/BugMail.pm,2,2,622,0,0
8c597ceae28ba1bbe1780d88397af7ab065c613d,template/en/default/account/auth/login-small.html.tmpl,26,23,83,0,0
6da063a4c255b5d8be892863c2af5bb4d25673c0,editclassifications.cgi,0,1,235,0,0
53d6ba4398b0e27216d5152dea3fbe0a9f0e1572,Bugzilla.pm,27,5,1159,0,0
0cac98dfb514063de4201cd0037c465922cbef48,Bugzilla/API/1_0/Constants.pm,2,0,314,0,0
27daf484e99ea638f10beec81f41a2bcb412fd4d,showdependencygraph.cgi,3,0,339,0,0
1c5ecdf1c8d11dbd47f1361bc11565d1175c81bd,showdependencygraph.cgi,3,0,337,0,0
eb323eb6db292aa9fb705ceaff9c94b3a7a74c4d,Bugzilla/Bug.pm,7,7,4927,0,0
eb323eb6db292aa9fb705ceaff9c94b3a7a74c4d,Bugzilla/DB/Schema/Mysql.pm,1,1,411,0,0
eb323eb6db292aa9fb705ceaff9c94b3a7a74c4d,Bugzilla/Template.pm,8,8,1395,0,0
c7e80318e56b540caf778c11b79bac9e1bb03e68,Bugzilla/CGI.pm,2,4,728,0,0
0cac98dfb514063de4201cd0037c465922cbef48,Bugzilla/API/1_0/Resource/Bug.pm,4,0,4923,0,0
0cac98dfb514063de4201cd0037c465922cbef48,Bugzilla/API/1_0/Util.pm,9,3,546,0,0
eb323eb6db292aa9fb705ceaff9c94b3a7a74c4d,Bugzilla/Util.pm,2,2,1256,0,0
eb323eb6db292aa9fb705ceaff9c94b3a7a74c4d,process_bug.cgi,4,3,431,0,0
777c785af2f2e8ee911298d98649626ee346aa39,Bugzilla/BugMail.pm,2,2,588,0,0
6896e0469c6d9fd22252e2959da8bacb5ca99aa9,Bugzilla/CGI.pm,3,2,747,0,0
6896e0469c6d9fd22252e2959da8bacb5ca99aa9,editclassifications.cgi,0,2,235,0,0
6896e0469c6d9fd22252e2959da8bacb5ca99aa9,editgroups.cgi,4,14,439,0,0
6896e0469c6d9fd22252e2959da8bacb5ca99aa9,editkeywords.cgi,0,18,159,0,0
3a98ba42227bd0782fb19b041057cd8dc88576d3,docs/en/rst/administering/parameters.rst,196,65,884,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla.pm,1,3,1137,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/API/1_0/Constants.pm,1,1,312,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/API/1_0/Resource.pm,1,1,148,0,0
3368986490028be41351d4329fb4976df2eb75e1,auth.cgi,2,0,136,0,0
a6562e03893e2d6f3c5719f4cc36e53067277959,Bugzilla.pm,1,0,1138,0,0
0cac98dfb514063de4201cd0037c465922cbef48,Bugzilla/WebService/Bug.pm,4,0,4841,0,0
0cac98dfb514063de4201cd0037c465922cbef48,Bugzilla/WebService/Constants.pm,2,0,344,0,0
0cac98dfb514063de4201cd0037c465922cbef48,Bugzilla/WebService/Util.pm,10,4,386,0,0
0cac98dfb514063de4201cd0037c465922cbef48,template/en/default/global/code-error.html.tmpl,8,0,471,0,0
3368986490028be41351d4329fb4976df2eb75e1,template/en/default/global/user-error.html.tmpl,5,0,2102,0,0
28ec15f1723f6d0c9bcceef8f86aa16a68b5fd93,Bugzilla.pm,1,0,1086,0,0
ab88cc202fcfd78088338c378d2f02515838331e,Bugzilla/Constants.pm,1,1,711,0,0
ab88cc202fcfd78088338c378d2f02515838331e,Makefile.PL,7,0,267,0,0
c9ba7ae53567600d34dc401f5a0746ca45dad331,Bugzilla/Markdown.pm,29,9,584,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/API/1_0/Resource/Bug.pm,2,2,4919,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/API/1_0/Resource/BugUserLastVisit.pm,2,1,237,0,0
eb7f6697207efd3a4fe08403959a430e725b1b98,docs/en/rst/installing/quick-start.rst,12,16,216,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/API/1_0/Resource/Bugzilla.pm,1,1,544,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/API/1_0/Resource/Classification.pm,1,1,236,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/API/1_0/Resource/Component.pm,1,1,639,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/API/1_0/Resource/FlagType.pm,1,1,887,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/API/1_0/Resource/Group.pm,1,1,637,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/API/1_0/Resource/Product.pm,1,1,1008,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/API/1_0/Resource/User.pm,1,1,1153,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/API/1_0/Server.pm,1,1,472,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/API/1_0/Util.pm,1,1,540,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/API/Server.pm,1,1,661,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Attachment.pm,1,1,1063,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Attachment/PatchReader.pm,1,1,315,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Auth.pm,1,1,546,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Auth/Login.pm,1,1,138,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Auth/Login/APIKey.pm,1,1,54,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Auth/Login/CGI.pm,1,1,86,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Auth/Login/Cookie.pm,1,1,154,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Auth/Login/Env.pm,1,1,44,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Auth/Login/Stack.pm,1,1,103,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Auth/Persist/Cookie.pm,1,1,169,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Auth/Verify.pm,1,1,251,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Auth/Verify/DB.pm,1,1,114,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Auth/Verify/LDAP.pm,1,1,183,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Auth/Verify/RADIUS.pm,1,1,56,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Auth/Verify/Stack.pm,1,1,93,0,0
89fbc61fe0d163a51d5dab65022bdfdd997157ce,docs/en/rst/installing/quick-start.rst,12,16,220,0,0
206927e1d3a9fcf73becf83d0376a92a7f0ecd0d,docs/en/rst/installing/optional-post-install-config.rst,34,13,176,0,0
206927e1d3a9fcf73becf83d0376a92a7f0ecd0d,docs/en/rst/installing/windows.rst,6,3,189,0,0
6e0182e55396213869186764abb1620dcbf307f0,Bugzilla/WebService/Bug.pm,4,0,4675,0,0
6e0182e55396213869186764abb1620dcbf307f0,Bugzilla/WebService/Constants.pm,2,0,323,0,0
6e0182e55396213869186764abb1620dcbf307f0,Bugzilla/WebService/Util.pm,9,3,375,0,0
6e0182e55396213869186764abb1620dcbf307f0,template/en/default/global/code-error.html.tmpl,8,0,467,0,0
97a24182d168363860dc153771e0b93f9520036d,docs/en/rst/installing/optional-post-install-config.rst,31,11,175,0,0
97a24182d168363860dc153771e0b93f9520036d,docs/en/rst/installing/windows.rst,1,1,185,0,0
da0347e9af601ec04d8f5095775ab538bd2ead6b,Bugzilla.pm,5,27,1137,0,0
da0347e9af601ec04d8f5095775ab538bd2ead6b,Bugzilla/Install/Util.pm,2,9,890,0,0
6be9f0a286b2e9abf0119173a9e66c37a7d9f0a1,Bugzilla/API/1_0/Resource/Bug.pm,3,0,4926,0,0
652ee91875d03c2f9f63d004698e58b450e90186,Bugzilla/MIME.pm,3,14,122,0,0
652ee91875d03c2f9f63d004698e58b450e90186,attachment.cgi,1,0,811,0,0
1317a1b6e6e4c87aaea84abd44ad332c18c0df0c,docs/en/rst/conf.py,1,1,396,0,0
fa360bee1863b1cb715a29966567ae08118de9a5,Bugzilla.pm,0,5,1133,0,0
fa360bee1863b1cb715a29966567ae08118de9a5,Bugzilla/CGI.pm,24,8,744,0,0
fa360bee1863b1cb715a29966567ae08118de9a5,Bugzilla/Util.pm,15,8,1279,0,0
e65800e06c118a8a4daad68523c06c1daab197c3,docs/en/rst/installing/linux.rst,1,2,200,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Bug.pm,8,4,5008,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/BugMail.pm,1,1,588,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/BugUrl.pm,1,1,221,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/BugUrl/Bugzilla.pm,1,1,58,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/BugUrl/Bugzilla/Local.pm,1,1,97,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/BugUrl/Debian.pm,4,4,49,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/BugUrl/GitHub.pm,1,1,43,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/BugUrl/Google.pm,1,1,45,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/BugUrl/JIRA.pm,1,1,43,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/BugUrl/Launchpad.pm,3,3,45,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/BugUrl/MantisBT.pm,1,1,40,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/BugUrl/SourceForge.pm,1,1,56,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/BugUrl/Trac.pm,1,1,43,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/BugUserLastVisit.pm,1,1,94,0,0
fb7c253e86deaa46790a8a1874fa976c9771e677,docs/en/rst/api/index.rst,2,1,15,0,0
fb7c253e86deaa46790a8a1874fa976c9771e677,docs/en/rst/conf.py,10,1,440,0,0
fb7c253e86deaa46790a8a1874fa976c9771e677,docs/en/rst/integrating/apis.rst,9,4,78,0,0
fb7c253e86deaa46790a8a1874fa976c9771e677,docs/makedocs.pl,4,6,136,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/CGI.pm,1,1,730,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Chart.pm,3,3,457,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Classification.pm,1,1,295,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Comment.pm,1,3,672,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Comment/TagWeights.pm,1,1,79,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Component.pm,1,1,665,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Config.pm,1,1,397,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Config/Admin.pm,1,1,49,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Config/Advanced.pm,1,1,48,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Config/Attachment.pm,1,1,73,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Config/Auth.pm,1,1,134,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Config/BugChange.pm,1,1,86,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Config/BugFields.pm,1,1,99,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Config/Common.pm,1,1,517,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Config/Core.pm,1,1,41,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Config/General.pm,1,1,50,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Config/GroupSecurity.pm,1,1,106,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Config/LDAP.pm,1,1,66,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Config/MTA.pm,1,1,85,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Config/Memcached.pm,1,1,34,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Config/Query.pm,1,1,65,0,0
7b39cc65c1569f0c6d60432bbf9ff63440696c39,docs/en/rst/installing/linux.rst,1,2,204,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Config/RADIUS.pm,1,1,49,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Config/ShadowDB.pm,1,1,52,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Config/UserMatch.pm,1,1,49,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/Constants.pm,1,1,711,0,0
6be9f0a286b2e9abf0119173a9e66c37a7d9f0a1,Bugzilla/WebService/Bug.pm,7,0,4848,0,0
9ad3cf5bfc73bd34b0ce309e45d9703691376748,docs/en/rst/api/index.rst,2,1,15,0,0
9ad3cf5bfc73bd34b0ce309e45d9703691376748,docs/en/rst/conf.py,10,1,396,0,0
9ad3cf5bfc73bd34b0ce309e45d9703691376748,docs/en/rst/integrating/apis.rst,9,4,78,0,0
9ad3cf5bfc73bd34b0ce309e45d9703691376748,docs/makedocs.pl,4,6,163,0,0
6be9f0a286b2e9abf0119173a9e66c37a7d9f0a1,docs/en/rst/api/core/v1/bug.rst,8,7,1088,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/DB.pm,1,1,2837,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/DB/Mysql.pm,1,1,1100,0,0
f97a46344ae5156fa6ba50ed847c795c523c6ed7,template/en/default/email/header-common.txt.tmpl,1,1,25,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/DB/Oracle.pm,2,2,857,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/DB/Pg.pm,1,1,502,0,0
437d7e21a69a2a377f664d88e932a6f3d59270a3,attachment.cgi,9,9,840,0,0
6c14face26954e4e2b537ba5342c71ae37a6b9b8,Bugzilla/Component.pm,4,1,668,0,0
06654a4693d7258deb0013ea23f70071b3486c83,Bugzilla/Config/Common.pm,7,5,519,0,0
06654a4693d7258deb0013ea23f70071b3486c83,extensions/Example/lib/Config.pm,52,1,83,0,0
06654a4693d7258deb0013ea23f70071b3486c83,extensions/Example/template/en/default/admin/params/example.html.tmpl,11,1,27,0,0
4bd1de9fddf7b02e76184e8af3fe808037040285,.htaccess,6,0,51,0,0
4bd1de9fddf7b02e76184e8af3fe808037040285,config.cgi,3,0,160,0,0
4bd1de9fddf7b02e76184e8af3fe808037040285,template/en/default/config.rdf.tmpl,24,21,292,0,0
4bd1de9fddf7b02e76184e8af3fe808037040285,template/en/default/filterexceptions.pl,2,0,456,0,0
ab5ec7e826741ab6bc8292114e6c6d41c7630a9c,docs/en/Makefile,1,1,159,0,0
aa5f64e15b5db9ef728032b21a3d85835bec0598,Bugzilla/Component.pm,4,1,669,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/DB/Schema.pm,1,1,3179,0,0
86fb87f1a65a17e7a86fe71b06d57767b0b3ea3b,Bugzilla/DB/Schema/Mysql.pm,2,2,406,0,0
