BUG ID,BUG Created,BUG Close,Fix Date,Fix Commit,File path,Fix Position,Added,Bug Position,Removed,Bug Line,Bug Commit,Comment,Code,BIC
366550,2007-01-10,2007-05-18,2007-01-23,ab2d0472b81003dca52f16cfc31ac6d3b21e615c,src/org/mozilla/javascript/Interpreter.java,31,1,31,0,,,,,false
366550,2007-01-10,2007-05-18,2007-01-23,ab2d0472b81003dca52f16cfc31ac6d3b21e615c,src/org/mozilla/javascript/Interpreter.java,3170,1,3169,1,3169,d8f8bf01e5296302f620033bf52b9dcc31f7f00d,0,1,true
366550,2007-01-10,2007-05-18,2007-01-23,ab2d0472b81003dca52f16cfc31ac6d3b21e615c,src/org/mozilla/javascript/Interpreter.java,3170,1,3169,1,,,,,false
366550,2007-01-10,2007-05-18,2007-01-23,ab2d0472b81003dca52f16cfc31ac6d3b21e615c,src/org/mozilla/javascript/Interpreter.java,3221,1,3220,1,3220,7bdde7c0fc43a86feb9c8ba45689d5c166af147d,0,1,true
366550,2007-01-10,2007-05-18,2007-01-23,ab2d0472b81003dca52f16cfc31ac6d3b21e615c,src/org/mozilla/javascript/Interpreter.java,3221,1,3220,1,,,,,false
366550,2007-01-10,2007-05-18,2007-01-23,ab2d0472b81003dca52f16cfc31ac6d3b21e615c,src/org/mozilla/javascript/optimizer/Codegen.java,27,1,27,0,,,,,false
366550,2007-01-10,2007-05-18,2007-01-23,ab2d0472b81003dca52f16cfc31ac6d3b21e615c,src/org/mozilla/javascript/optimizer/Codegen.java,3200,2,3199,0,,,,,false
366550,2007-01-10,2007-05-18,2007-01-23,ab2d0472b81003dca52f16cfc31ac6d3b21e615c,src/org/mozilla/javascript/optimizer/Codegen.java,3200,2,3199,0,,,,,false
366550,2007-01-10,2007-05-18,2007-01-23,a3b7b78b8af8f91f3bc8550b9890e8c17894d90b,src/org/mozilla/javascript/ScriptRuntime.java,32,1,32,0,,,,,false
366550,2007-01-10,2007-05-18,2007-01-23,a3b7b78b8af8f91f3bc8550b9890e8c17894d90b,src/org/mozilla/javascript/ScriptRuntime.java,2036,1,2035,1,2035,b01d58bc965016a3c44388dfb6b7d750957b76cb,1,0,true
